id,prova,área,tema,enunciado,a,b,c,d,gabarito,respostacerta,referência,comentários,imagem,incluir_na_prova
647ab81e-37f0-4401-abd3-b26c9ac6d2b0,TEOT 2024,Cirurgia do Quadril,Vias de acesso do quadril,"Na fratura do colo femoral submetida ao acesso lateral direto de HARDINGE não deve ser realizada dissecção proximal maior que 3 cm a 5 cm do trocanter maior, por risco de lesão do nervo",ciático.,femoral.,glúteo inferior.,glúteo superior.,D,glúteo superior.,ROCKWOOD'S,"Gabarito: **D**. O acesso lateral direto de Hardinge, utilizado em cirurgias do quadril, como na fixação de fraturas do colo femoral,  tem como limite proximal de dissecção a região 3 a 5 cm abaixo do trocânter maior para evitar lesão do nervo glúteo superior.  Este nervo emerge da pelve pela incisura isquiática maior, acima do músculo piriforme, e inerva os músculos glúteo médio, glúteo mínimo e tensor da fáscia lata, sendo responsável pela abdução e estabilização da pelve.  Lesões nesse nervo podem causar marcha anserina (Trendelenburg) e fraqueza na abdução do quadril.  As outras opções, nervo ciático, femoral e glúteo inferior, possuem trajetos diferentes e não estão em risco nesse tipo de acesso cirúrgico ao quadril.
",,False
aa8e8e79-caff-4a41-b60e-0d1864934834,TEOT 2024,Ciência Básica,Biomecânica do Cotovelo,A amplitude de movimento do cotovelo de flexão e extensão considerada funcional é de,30° a 130° e 50° de pronação e 50° de supinação.,45° a 145° e 40° de pronação e 60° de supinação.,30° a 130° e 40° de pronação e 60° de supinação.,45° a 145° e 50° de pronação e 50° de supinação.,A,30° a 130° e 50° de pronação e 50° de supinação.,CAMPBELL'S,"Gabarito A. Esta é a definição clássica do ""arco funcional"" do cotovelo, baseado nos estudos de Morrey. Determinou-se que, para a maioria das Atividades de Vida Diária (AVDs), o paciente necessita de um arco de flexo-extensão de 100 graus, especificamente de 30$^{\circ}$ (extensão) a 130$^{\circ}$ (flexão), e um arco de pronossupinação total de 100 graus, dividido em 50$^{\circ}$ de pronação e 50$^{\circ}$ de supinação.",,False
006eec96-1f29-40d9-9a44-2aeda1ff0851,TEOT 2025,Ortopedia Pediátrica,Fraturas da coluna na criança,"Na criança, a fratura de JEFFERSON é do tipo",estável.,cominutiva.,estável cominutiva.,instável cominutiva.,C,estável cominutiva.,ROCKWOOD'S PED,"O gabarito correto é a letra C. A fratura de Jefferson, classicamente descrita como uma fratura do anel C1 (atlas) com fratura dos arcos anterior e posterior, geralmente em quatro partes, é considerada uma fratura estável na criança.  Isso ocorre devido à grande elasticidade óssea e à presença de ligamentos robustos nessa faixa etária, além da orientação horizontal das facetas articulares, que confere maior estabilidade.  Apesar de ser cominutiva, raramente cursa com lesão neurológica. As demais alternativas estão incorretas, pois isoladamente não descrevem a característica fundamental dessa fratura na criança, que é ser estável e cominutiva.
",,False
d186f62f-d4b3-430b-9171-4e0bd81a09cf,TARO 2022,Ortopedia Pediátrica,Pé Talus Vertical,As radiografias em perfil do pé da criança com flexão dorsal e plantar máximas demonstradas nas imagens a seguir caracterizam a deformidade do pé,talo vertical.,em serpentina.,calcaneovalgo.,torto congênito.,A,talo vertical.,TACHDIJAN'S,As radiografias em perfil com estresse em dorsiflexão e flexão plantar forçadas são diagnósticas de tálus vertical. O tálus permanece em equino e não se corrige com a dorsiflexão (tálus vertical irredutível).,,False
b6ed5bc5-61dc-4fe4-96e7-9bdae62fcaca,TEOT 2024,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,"No trauma raquimedular, a síndrome em que o paciente apresenta função motora e sensibilidade à dor e ao tato preservadas, enquanto a propriocepção está alterada, é a",medular central.,medular anterior.,do cone medular.,medular posterior.,D,medular posterior.,CAMPBELL'S,"Gabarito **D**. A síndrome medular posterior é caracterizada pela perda da propriocepção e sensibilidade vibratória abaixo do nível da lesão, com preservação da função motora, sensibilidade à dor e ao tato.  Essa síndrome é relativamente rara e classicamente associada à hiperextensão cervical em pacientes com espondilose preexistente, comprometendo as colunas posteriores da medula.  A síndrome medular anterior, frequentemente causada por lesão em flexão,  apresenta perda da função motora e sensibilidade à dor e temperatura abaixo do nível da lesão, com preservação da propriocepção. A síndrome medular central, comum em idosos com estenose cervical,  cursa com fraqueza maior em membros superiores que em inferiores. A síndrome do cone medular, por lesão na região do cone medular (T12-L1),  causa  anestesia em sela, disfunção intestinal/vesical e, frequentemente, fraqueza nos membros inferiores.
",,False
35d43f56-5986-45c0-8ea8-42b39cb061db,TARO 2015,Cirurgia do Quadril,Fraturas do Colo do Fêmur ,"Na fratura do colo do fêmur do idoso tratada com redução anatômica e fixação interna, o fator mais frequentemente relacionado à reoperação é a:",artrose pós-traumática.,falha de osteossíntese.,necrose da cabeça do fêmur.,condrólise do quadril.,B,falha de osteossíntese.,ROCKWOOD'S,"Embora a NAV (necrose avascular) seja uma complicação bem reconhecida, a maioria das reoperações é realizada por falha precoce da fixação em osso osteoporótico e não união.",,False
714a99d0-08ee-4d6e-84fa-ec12a6fcf268,TARO 2021,Cirurgia do Quadril,Fratura diafisária do fêmur,"Na fratura diafisária do fêmur no paciente obeso, a principal vantagem da utilização da haste intramedular retrógrada em relação à anterógrada é a menor",dificuldade em realizar a fluoroscopia.,dificuldade de fresagem do canal medular.,dificuldade de encontrar o ponto de entrada correto.,probabilidade de desenvolver trombose venosa profunda.,C,dificuldade de encontrar o ponto de entrada correto.,CAMPBELL'S,"A haste femoral retrógrada pode ser benéfica em pacientes obesos, nos quais é difícil obter um portal de entrada anterógrado.",,False
4bf078b6-8250-4b72-a332-d998a6414a44,BANCO PRÓPRIO,Ortopedia Pediátrica,Pé Talus Vertical,O pé talo vertical apresenta deformidades em,"equino fixo e eversão, com os tendões fibulares tensos.","equino redutível eeversão, com os tendões fibulares frouxos.","calcâneo fixo e inversão, com o tibial posterior tenso.","calcâneo redutível eiversão, com o tibial posterior frouxo.",A,"equino fixo e eversão, com os tendões fibulares tensos.",LOVELL'S,"Gabarito: A. O pé talo vertical, também conhecido como pé calcaneovalgo convexo, é uma deformidade congênita rara caracterizada por um equino fixo do retropé, eversão do médiopé e dorsiflexão do antepé.  A deformidade rígida em equino e a proeminência do tálus são os achados clínicos mais importantes. Os tendões fibulares estão tensos, contribuindo para a deformidade em eversão.  As outras alternativas estão incorretas, pois descrevem padrões de deformidade opostos ao pé talo vertical.  No pé talo vertical, o calcâneo não está em posição fixa, nem invertido, e o tibial posterior não está frouxo.  A deformidade primária é em equino e eversão.
",,False
69bcd9e9-7276-4d1c-b852-dc6afb7249b4,TARO 2022,Cirurgia do Quadril,Coxa saltans,"No ressalto interno do quadril, o músculo que geralmente está envolvido na origem do impacto é o",piriforme.,iliopsoas.,trato iliotibial.,adutor magno.,B,iliopsoas.,CAMPBELL'S,O ressalto interno do quadril é resultado do tendão do iliopsoas estalando sobre a eminência iliopectínea ou a cápsula anterior do quadril.,,False
2ffabda8-82a7-4613-9191-1228130d995c,TARO 2021,Cirurgia do Quadril,Pubalgia,"Na osteíte púbica, o sinal de fenda (cleft signal) observado na ressonância magnética decorre da",aderência na parede média por mioma uterino.,tendinose insercional do músculo reto do abdome.,tendinose insercional do músculo adutor magno no púbis.,lesão do ligamento capsular que envolve o disco fibrocartilaginoso.,D,lesão do ligamento capsular que envolve o disco fibrocartilaginoso.,CAMPBELL'S,Um sinal de fenda pode ser visto na RM quando há uma ruptura da cápsula ligamentar que envolve o disco fibrocartilaginoso da sínfise.,,False
04e1d32f-f585-43bb-8de7-0926791184cc,TARO 2021,Cirurgia da Mão,Amputações,"Nas amputações dos dedos da mão, o neuroma sintomático do coto é uma complicação que ocorre mais frequentemente no",terceiro dedo e nos traumas por avulsão.,segundo dedo e nos traumas por avulsão.,terceiro dedo e nos traumas por laceração.,segundo dedo e nos traumas por laceração.,B,segundo dedo e nos traumas por avulsão.,CAMPBELL'S,Neuromas sintomáticos ocorrem em aproximadamente 7% das amputações traumáticas e são mais comuns no dedo indicador (segundo dedo) e em lesões do tipo avulsão.,,False
09e256f3-e87a-4855-a5f2-a1583b7a3cd7,TARO 2025,Metodologia Científica,Níveis de evidências científicas,"Para a avaliação do grau de certeza da evidência em um estudo, utiliza-se a ferramenta",GRADE.,PRISMA.,AMSTAR.,CONSORT.,A,GRADE.,SIZÍNIO,"O gabarito correto é, de fato, a letra A. O sistema GRADE (Grading of Recommendations Assessment, Development and Evaluation) é utilizado para avaliar a certeza da evidência em estudos, principalmente revisões sistemáticas e guidelines. Ele considera a qualidade da evidência, o balanço entre benefícios e riscos, os valores e preferências dos pacientes e o custo-benefício das intervenções.  As outras alternativas, embora importantes na metodologia científica, têm objetivos diferentes. O PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) é um checklist para relatar revisões sistemáticas e metanálises, garantindo transparência e qualidade. O AMSTAR (A Measurement Tool to Assess Systematic Reviews) é uma ferramenta para avaliar a qualidade metodológica de revisões sistemáticas. Já o CONSORT (Consolidated Standards of Reporting Trials) é um checklist para relatar ensaios clínicos randomizados, buscando padronização e clareza.
",,False
caba8b26-87c6-48d8-8961-e397c8032993,TARO 2023,Ciência Básica,Exame Físico da Coluna,"Na semiologia da coluna, as referências anatômicas do mamilo, processo xifoide e cicatriz umbilical correspondem respectivamente aos dermátomos","T3, T6 e T9.","T4, T7 e T10.","T5, T8 e T11.","T6, T9 e T12.",B,"T4, T7 e T10.",GERALDO MOTA,"No tronco existem referências anatômicas que auxiliam a determinação do nível da sensibilidade: T4, mamilos; T7, processo xifoide; T10, umbigo; e T12, região inguinal.",,False
f9795129-ffc9-498b-b72d-7f7c4787a464,BANCO PRÓPRIO,Ciência Básica,Biomecânica da Coluna ,"Na biomecânica da coluna, de acordo com a mensuração sagital de BERNHARDT e BRIDWELL, os segmentos L4/L5 e L5/S1 são responsáveis por",25% da lordose lombar.,50% da lordose lombar.,67% da lordose lombar.,81% da lordose lombar.,C,67% da lordose lombar.,CAMPBELL'S,"Gabarito: C.  Bernhardt e Bridwell, em seu estudo fundamental sobre a biomecânica da coluna vertebral, demonstraram que o segmento L4-L5 contribui com 35% da lordose lombar total, enquanto L5-S1 contribui com 32%, totalizando aproximadamente 67% da lordose lombar.  Portanto, a maior parte da lordose lombar está concentrada nesses dois níveis inferiores, o que os torna particularmente suscetíveis a degeneração discal, espondilolistese e estenose do canal, justificando a maior prevalência de patologias nesses níveis. As outras alternativas subestimam a contribuição desses segmentos para a lordose lombar total.
",,False
a0b7aa08-c9e5-4363-bac1-24fd0f8343e9,TARO 2016,Ciência Básica,Biomecânica da Coluna ,"Na rotação axial da coluna cervical, a articulação atlanto-axial é responsável por aproximadamente:",10%.,25%.,50%.,75%.,C,50%.,ROCKWOOD'S,"O áxis se articula com C1 em três pontos. Sua morfologia permite aproximadamente 47 graus de rotação, o que corresponde a 50% da rotação axial de toda a coluna cervical.",,False
d8bfa1c5-5607-459b-8684-5a5caf76e89c,TARO 2023,Anatomia,Vias de acesso do cotovelo,A via de acesso lateral do cotovelo descrita por KAPLAN é realizada entre os músculos,extensor ulnar do carpo e ancôneo.,extensor ulnar do carpo e extensor radial curto do carpo.,extensor radial longo do carpo e braquiorradial.,extensor radial curto do carpo e extensor comum dos dedos.,D,extensor radial curto do carpo e extensor comum dos dedos.,CAMPBELL'S,"A tabela de vias de acesso ao cotovelo mostra que a via de Kaplan é realizada entre o Extensor Carpi Radialis Brevis (ECRB) e o Extensor Digitorum Communis (EDC). A alternativa correta, conforme gabarito, seria entre o ECRB e o extensor radial longo do carpo (ECRL), que corresponde à via de Cadenat. A alternativa mais próxima do gabarito é a D, que menciona o Extensor comum dos dedos. O gabarito oficial da prova é B, entre ECRB e ECU, mas a referência lista essa via como Patterson. Dada a discrepância entre a prova e a referência, a categorização segue o gabarito oficial (B), mas com a ressalva. A via de Kaplan é entre o ECRB e o EDC. Nenhuma alternativa corresponde exatamente.",,False
b3784245-8573-4ef7-b2a8-f0e03a548e67,TARO 2017,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,"Na lesão medular aguda, a reposição volêmica deve garantir pressão arterial média de",65 a 70 mmHg.,75 a 80 mmHg.,85 a 90 mmHg.,95 a 100 mmHg.,C,85 a 90 mmHg.,CAMPBELL'S,O manejo da pressão arterial sistêmica para manter uma pressão arterial média de 85 a 90 mmHg por 7 dias após a lesão pode melhorar o desfecho neurológico.,,False
2b3c1031-c072-420c-ae6e-73cb7da36a40,TARO 2022,Cirurgia do Quadril,Fraturas do Colo do Fêmur ,"No tratamento da fratura do colo do fêmur do adulto, o valor do índice de GARDEN aceitável para avaliar a qualidade da redução na incidência radiográfica em perfil deve estar entre",30 e 60 graus.,60 e 90 graus.,120 e 160 graus.,160 e 180 graus.,D,160 e 180 graus.,ROCKWOOD'S,"Na incidência em perfil, o eixo trabecular central na cabeça está alinhado com o colo femoral, um ângulo de 180 graus. Garden relatou bons resultados quando o ângulo estava entre 155 e 180 graus em qualquer incidência. A faixa 160-180 está dentro do aceitável.",,False
b5952c85-e7c5-490c-8c8c-8d9cd9592cf6,TARO 2022,Ciência Básica,Biomecânica da marcha,O parâmetro linear que consiste na distância entre os calcanhares dos dois pés durante a fase de duplo apoio na marcha é,O passo,A passada,A cadência,A velocidade,A,O passo,TACHDIJAN'S,Comprimento do passo (Step length): Distância entre os 2 pés durante o apoio de duplo membro.,,False
d39f6555-0eff-42d1-aa72-6e78d465c441,TEOT 2023,Anatomia,Artroscopia do ombro,"Na imagem artroscópica do ombro, a estrutura assinalada é o tendão do músculo",supraespinal.,subescapular.,"bíceps braquial, porção curta.","bíceps braquial, porção longa.",D,"bíceps braquial, porção longa.",CAMPBELL'S,"Gabarito correto: **D**. A imagem demonstra a visualização artroscópica do tendão da porção longa do bíceps (PLB) no sulco bicipital.  Reparem na imagem que o tendão está localizado medialmente à cabeça umeral e coberto pela bainha sinovial e ligamento transverso do úmero. A PLB origina-se no tubérculo supraglenoidal e labrum glenoidal superior, passa pelo sulco intertubercular e se torna intra-articular. O tendão do supraespinal localiza-se superiormente e lateralmente à cabeça umeral. O tendão do subescapular insere-se no tubérculo menor, medialmente à cabeça umeral, mas profundo ao sulco bicipital. A porção curta do bíceps origina-se no processo coracóide e não é visualizada nesta imagem artroscópica.
",https://i.imgur.com/xwvBof0.png,False
8d213ae7-40f3-4d7d-bf86-c8aa9e488bc7,TARO 2015,Cirurgia do Quadril,Luxações do Quadril,"No mecanismo da luxação anterior traumática do quadril, o membro inferior está posicionado em rotação:",medial e adução,lateral e adução,medial e abdução,lateral e abdução,D,lateral e abdução,CAMPBELL'S,Ocorrem com o quadril em rotação externa e abdução.,,False
e69c39ad-c478-4a9e-80b4-c02da4671d12,BANCO PRÓPRIO,Cirurgia do Ombro e Cotovelo,Capsulite Adesiva,A capsulite adesiva é mais comum no sexo,"feminino, em idade inferior a 50 anos.","masculino, em idade inferior a 50 anos.","feminino, em idade superior a 50 anos.","masculino, em idade superior a 50 anos.",C,"feminino, em idade superior a 50 anos.",CAMPBELL'S,"Gabarito: C. A capsulite adesiva, ou ""ombro congelado"", é mais prevalente em mulheres, com pico de incidência entre 40 e 60 anos.  A faixa etária acima de 50 anos, portanto, concentra grande parte dos casos, principalmente no sexo feminino.  Diabetes, hipotireoidismo e doenças autoimunes são fatores de risco importantes e devem ser investigados em pacientes com essa condição. Embora homens também possam ser afetados, a incidência é significativamente menor nessa população.  Vale lembrar que a idade inferior a 50 anos, apesar de possível, não representa o grupo de maior risco para o desenvolvimento da capsulite adesiva.
",,False
e08435e6-6784-4401-98aa-d6c2d3e6470b,BANCO PRÓPRIO,Anatomia,Vias de acesso do ombro,"Na fratura da diáfise do úmero, o acesso anterolateral com abertura longitudinal do braquial protege a inervação medial desse músculo, que é feita pelo nervo",ulnar.,radial.,mediano.,musculocutâneo.,D,musculocutâneo.,ROCKWOOD'S,"Gabarito: **D**. O acesso anterolateral para tratamento de fraturas da diáfise umeral é realizado com abertura longitudinal entre as porções longa e medial do músculo braquial, preservando assim a principal inervação deste músculo, que é feita pelo nervo musculocutâneo.  A abertura na porção medial do braquial protege o nervo radial que, ao emergir da região posterior do úmero, perfura o septo intermuscular lateral, cursando entre as porções medial e lateral do braquial.  O nervo mediano cursa medialmente à artéria braquial, na região anterior do cotovelo, e o nervo ulnar cursa posteriormente ao epicôndilo medial, não tendo relação com o acesso anterolateral da diáfise umeral.
",,False
4f97b69a-4bf1-4dea-a3ad-84979228604d,BANCO PRÓPRIO,Anatomia,Vias de acesso da coluna,"Na via de acesso à coluna cervical alta, deve-se dissecar lateralmente o arco posterior de C1 até no máximo 1,5 cm da linha média para evitar lesionar",a artéria vertebral.,a raiz nervosa de C1.,a raiz nervosa de C2.,o segundo gânglio cervical.,A,a artéria vertebral.,CAMPBELL'S,"Gabarito: A. A artéria vertebral  passa medialmente ao arco posterior de C1, entrando no forame magno.  A dissecção lateral ao tubérculo posterior de C1 deve se estender no máximo 1,5 cm lateralmente à linha média para evitar lesão da artéria vertebral.  As raízes nervosas de C1 e C2, bem como o segundo gânglio cervical,  estão localizados lateralmente à artéria vertebral e, portanto,  não seriam lesionados com uma dissecção medial a 1,5cm da linha média.
",,False
a885e9d4-d670-49f6-bd5e-0aa811da58ed,TEOT 2022,Cirurgia do Quadril,Fraturas periprotéticas do quadril,"Na fratura periprotética femoral, a classificação de VANCOUVER fundamenta-se na",idade do paciente e no estoque ósseo.,idade do paciente e no tipo de fixação da prótese.,estabilidade do componente femoral e no estoque ósseo.,estabilidade do componente femoral e no tipo de fixação da prótese.,C,estabilidade do componente femoral e no estoque ósseo.,ROCKWOOD'S,"O gabarito está correto. A classificação de Vancouver para fraturas periprotéticas de fêmur considera a estabilidade do componente femoral e o estoque ósseo.  Fraturas tipo A apresentam componente femoral estável; tipo B, componente femoral solto; e tipo C, componente femoral bem fixo, mas com fratura envolvendo a diáfise femoral.  Dentro de cada tipo, subtipos (A1, A2, A3; B1, B2, B3; C1, C2, C3) são definidos de acordo com o estoque ósseo proximal ao componente femoral, sendo o tipo 1 com bom estoque ósseo, o tipo 2 com estoque ósseo deficiente e o tipo 3 com osso extremamente deficiente.  A idade do paciente e o tipo de fixação da prótese (cimentada ou não cimentada) são importantes para o planejamento cirúrgico, mas não fazem parte da classificação de Vancouver.
",,False
5c3fe44c-fecd-4971-b91a-84388dd05591,TARO 2019,Ortopedia Pediátrica,Fraturas da coluna na criança,"Na lesão cervical baixa da criança, a ossificação incompleta simulando uma fratura compressão é mais frequentemente observada em",C3.,C4.,C5.,C6.,A,C3.,JUPITER,A ossificação incompleta dos corpos vertebrais é uma variante normal que pode simular o acunhamento... Este fenômeno é mais comumente observado em C3.,,False
e7382e31-6a7d-470f-ba9a-80684805a4e6,TEOT 2024,Cirurgia do Quadril,Exame Físico do Quadril,"Na propedeutica do quadril, o teste demonstrado na imagem a seguir é o de","LUDLOFF, realizado para avaliar lesão do iliopsoas e fratura-avulsão do trocanter menor.","LUDLOFF, realizado para avaliar lesão do reto femoral e fratura-avulsão da espinha ilíaca anteroinferior.","BRAGARD, realizado para avaliar lesão do iliopsoas e fratura-avulsão do trocanter menor.","BRAGARD, realizado para avaliar lesão do reto femoral e fratura-avulsão da espinha ilíaca anteroinferior.",A,"LUDLOFF, realizado para avaliar lesão do iliopsoas e fratura-avulsão do trocanter menor.",FALLOPA,"O gabarito está correto. A imagem demonstra o teste de Ludloff, que consiste na flexão ativa do quadril contra resistência com o joelho em extensão.  Este teste avalia a função do músculo iliopsoas e pode ser útil no diagnóstico de lesões, como tendinites ou rupturas, e também para detectar fraturas-avulsão do trocanter menor, local de inserção do iliopsoas.  Lembrando que o Bragard é um teste para avaliar irritação meníngea.
",,False
6b4d0320-6e36-4467-92d0-2c589ad07fb0,BANCO PRÓPRIO,Cirurgia do Quadril,Artroplastias do quadril,"Na artroplastia total do quadril realizada pela via de acesso posterior, o excesso de anteversão do acetábulo pode resultar em luxação",anterior.,posterior.,superior.,inferior..,A,anterior.,CAMPBELL'S,"Gabarito correto: A.  Na via posterior, a principal estrutura lesionada que leva à luxação é o glúteo médio.  Com a perda da função deste, o quadril torna-se instável e suscetível à luxação, principalmente anterior.  Vale lembrar que o excesso de anteversão do componente acetabular aumenta o risco de luxação anterior, especialmente em pacientes que realizam movimentos que combinam flexão, adução e rotação interna do quadril. As luxações posteriores são mais comuns em abordagens anteriores ou anterolaterais, geralmente associadas à lesão dos rotadores externos. Luxação superior e inferior são incomuns na artroplastia total do quadril.
",,False
3ab99253-7402-4ad2-8a42-5bbaffda66a1,TARO 2018,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,"No trauma raquimedular, a síndrome medular incompleta com lesão do trato corticoespinhal e espinotalâmico e a preservação da propriocepção é a",paralisia cruzada de BELL.,síndrome medular central.,síndrome medular anterior.,síndrome BROWN-SÉQUARD.,C,síndrome medular anterior.,ROCKWOOD'S,"A tabela descreve a síndrome medular anterior como lesão da matéria cinzenta anterior, do trato espinotalâmico ascendente com preservação das colunas dorsais. Apresenta perda sensorial e motora variável com preservação da propriocepção.",,False
3ee02ccb-56d3-46d5-a19e-7d2ea8bd8e67,TARO 2015,Cirurgia do Ombro e Cotovelo,Artropatia de Charcot,A artropatia neuropática do ombro está relacionada a:,Diabetes,Mielomeningocele,Siringomielia cervical,Artropatia neuropática de coluna,C,Siringomielia cervical,CAMPBELL'S,A siringomielia da coluna cervical é responsável por aproximadamente 75% das artropatias neuropáticas do ombro.,,False
4b9bb4d8-007a-4475-9d93-2250cd87d362,TEOT 2024,Cirurgia do Quadril,Radiografia da bacia e do quadril,"Na avaliação radiográfica da artrose do quadril, o tipo C de DORR apresenta maior perda óssea nas corticais",medial e anterior.,medial e posterior.,lateral e anterior.,lateral e posterior.,B,medial e posterior.,CAMPBELL'S,"Gabarito correto: B. A classificação de Dorr descreve os padrões de perda óssea na artrose do quadril, importantes para o planejamento cirúrgico, principalmente na artroplastia total do quadril. O tipo C de Dorr se caracteriza pela perda óssea nas corticais medial e posterior do acetábulo.  Essa perda óssea posterior dificulta a estabilidade da prótese e pode exigir técnicas reconstrutivas ou componentes especiais para um resultado ideal.  As outras alternativas descrevem padrões de perda óssea que não correspondem à classificação de Dorr tipo C.  Vale lembrar que o tipo A apresenta  preservação óssea, o tipo B perda predominantemente medial e o tipo D,  perda óssea circunferencial.
",,False
02f391b7-7cd2-4dfc-a229-0ae39d91aac0,TARO 2021,Cirurgia do Quadril,Biomecânica da marcha,"Na marcha normal, a rotação pélvica no plano transverso proporciona, em conjunto com a flexão do quadril, um deslocamento",anterior que resulta em menor oscilação vertical do tronco.,posterior que resulta em menor oscilação vertical do tronco.,anterior que resulta em menor oscilação horizontal do tronco.,posterior que resulta em menor oscilação horizontal do tronco.,A,anterior que resulta em menor oscilação vertical do tronco.,FALLOPA,"Na deambulação, a pelve sofre uma rotação... proporcionando, em concomitância com a flexão do quadril, um deslocamento anterior. Isso ocasiona uma menor oscilação vertical do tronco.",,False
72a6f10c-438f-4301-b20e-e812eb48c56c,TEOT 2023,Cirurgia do Quadril,Fraturas periprotéticas do quadril,"A fratura periprotética do fêmur tipo B2 de VANCOUVER, após artroplastia de quadril, tem como tratamento preferencial a",manutenção da haste e osteossíntese com placa bloqueada.,manutenção da haste e osteossíntese com placa bloqueada e fios de cerclagem.,revisão com troca por componente femoral mais longo cimentado.,revisão com troca por componente femoral mais longo não-cimentado.,D,revisão com troca por componente femoral mais longo não-cimentado.,CAMPBELL'S,"O gabarito D está correto. As fraturas periprotéticas do fêmur tipo B2 de Vancouver ocorrem na diáfise femoral, distal à ponta da prótese, em fêmur previamente osteotômico (geralmente para colocação de haste femoral).  O tratamento preferencial, nesse caso, envolve a revisão da artroplastia com troca do componente femoral por uma haste mais longa *não cimentada*. A estabilidade proporcionada pelo contato haste-osso ao longo de um segmento femoral extenso é crucial para a consolidação da fratura.  Utilizar uma haste cimentada em um fêmur osteotômico fragiliza ainda mais o osso, predispondo a novas fraturas.  A manutenção da haste original, mesmo com placas e fios (alternativas A e B), geralmente não oferece estabilidade suficiente para a consolidação em fraturas B2, especialmente em pacientes osteoporóticos.
",,False
8a09aece-3ce7-45ec-bb21-6e6ea2ae5730,TEOT 2024,Cirurgia do Quadril,Fratura diafisária do fêmur,"Na fratura da diáfise do fêmur, as complicações relacionadas ao ponto de entrada da haste femoral anterógrada são os riscos de",lesão do nervo glúteo superior e dano à artéria circunflexa femoral medial.,lesão do nervo glúteo superior e dano à artéria circunflexa femoral lateral.,lesão do nervo glúteo inferior e dano à artéria circunflexa femoral medial.,lesão do nervo glúteo inferior e dano à artéria circunflexa femoral lateral.,A,lesão do nervo glúteo superior e dano à artéria circunflexa femoral medial.,GERALDO MOTA,"Gabarito: A. A principal complicação relacionada ao ponto de entrada da haste femoral anterógrada na diáfise femoral é, de fato, a lesão do nervo glúteo superior e o dano à artéria circunflexa femoral medial.  Lembrem-se que o ponto de entrada ideal para a haste anterógrada se localiza na “pirâmide de segurança”, uma região na face lateral da diáfise proximal do fêmur, distal e lateral ao trocânter maior.  A artéria circunflexa femoral medial e o nervo glúteo superior passam próximos a essa região, tornando-os suscetíveis a lesões durante a fresagem e inserção da haste.  Lesões do nervo glúteo superior podem resultar em marcha em Trendelenburg e fraqueza na abdução do quadril. As alternativas B, C e D estão incorretas, pois citam o nervo glúteo inferior e/ou a artéria circunflexa femoral lateral, estruturas que não se encontram na região da “pirâmide de segurança” e, portanto, têm menor risco de lesão durante esse procedimento.
",,False
d797eba1-62f0-4006-899f-9380091193a1,TARO 2024,Ortopedia Pediátrica,"Lesões Meniscais, menisco discoide e reparos meniscais","No menisco discoide, a lesão mais frequente é a do tipo",radial.,obliqua.,longitudinal.,clivagem horizontal.,D,clivagem horizontal.,LOVELL'S,"O gabarito correto é a letra D. A lesão em clivagem horizontal é a mais frequente no menisco discoide, classicamente criando um menisco discoide com aspecto de ""alça de balde"".  Essa lesão ocorre na junção entre a porção discoide anormal e a porção normal do menisco.  As demais opções, como lesões radiais, oblíquas e longitudinais, podem ocorrer em meniscos discoides, mas são menos comuns que a clivagem horizontal.  Vale lembrar que o menisco discoide lateral é mais acometido que o medial e que a ressonância magnética é o exame de escolha para o diagnóstico.  A conduta em pacientes sintomáticos é cirúrgica, visando a meniscectomia parcial com saucerização, buscando restaurar a anatomia normal do menisco.
",,False
ea33e42b-0f61-4fa0-8ec2-2bc83c6f4257,TARO 2019,Cirurgia do Quadril,Fraturas do Colo do Fêmur ,"Na fratura do colo do fêmur, o mecanismo de trauma em rotação externa ocasiona",traço simples.,impacção em varo.,impacção em valgo.,cominuição posterior.,D,cominuição posterior.,ROCKWOOD'S,Um mecanismo alternativo é a rotação externa da perna... Este mecanismo explicaria a cominuição posterior do colo observada em muitas dessas fraturas.,,False
7958ead6-3100-4365-8a2d-2f13a43cec13,TARO 2023,Ortopedia Pediátrica,Fratura de clavícula na criança,"Na fratura do terço lateral da clavicula na criança, a indicação cirúrgica mais frequente é",a exposição da fratura.,o comprometimento vascular.,o desvio posterior significativo.,o comprometimento neurológico.,C,o desvio posterior significativo.,ROCKWOOD'S PED,"A indicação mais comum para o tratamento cirúrgico de fraturas da clavícula distal na população pediátrica é o deslocamento posterior significativo, que sugere descontinuidade completa do fragmento proximal e/ou encarceramento no trapézio.",,False
618d1a1b-5512-4c40-81b9-5b27295857d8,TARO 2020,Cirurgia do Quadril,Artroplastias do quadril,"Na artroplastia total do quadril, a jump distance é a distância necessária para a cabeça femoral",sair do acetábulo e equivale à metade do seu diâmetro.,sair do acetábulo e equivale ao dobro do seu diâmetro.,percorrer até a borda do componente acetabular e equivale à metade do seu diâmetro.,percorrer até a borda do componente acetabular e equivale ao dobro do seu diâmetro.,C,percorrer até a borda do componente acetabular e equivale à metade do seu diâmetro.,CAMPBELL'S,"A ""distância",,False
